ID,FID,Status,Score,Match_type,Side,Match_addr,ARC_Street,ARC_Zone,address,latitude,longitude,name,desc_,source,precision
945,944,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
946,945,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
947,946,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
948,947,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
949,948,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
950,949,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
951,950,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
952,951,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
953,952,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
954,953,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
955,954,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
956,955,U,0,A, , ,Tech Svcs-Heating, ,Tech Svcs-Heating,0,0,Tech Svcs-Heating,-,Bing Maps, 
957,956,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
958,957,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
959,958,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
960,959,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
961,960,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
962,961,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
963,962,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
964,963,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
965,964,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
966,965,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
967,966,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
968,967,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
969,968,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
970,969,U,0,A, , ,Resident Engagement, ,Resident Engagement,0,0,Resident Engagement,-,Bing Maps, 
971,970,U,0,A, , ,Resident Engagement, ,Resident Engagement,0,0,Resident Engagement,-,Bing Maps, 
972,971,U,0,A, , ,OFC OF PUBLIC/PRIVATE PARTNERS, ,OFC OF PUBLIC/PRIVATE PARTNERS,0,0,OFC OF PUBLIC/PRIVATE PARTNERS,-,Bing Maps, 
973,972,U,0,A, , ,OFC OF PUBLIC/PRIVATE PARTNERS, ,OFC OF PUBLIC/PRIVATE PARTNERS,0,0,OFC OF PUBLIC/PRIVATE PARTNERS,-,Bing Maps, 
974,973,M,86,A,R,"210 JORALEMON ST, 3",210 Joralemon St.,3,210 Joralemon St.,40.69204,-73.99044,210 Joralemon St.,"210 Joralemon St, Brooklyn, NY 11201",Bing Maps,address
975,974,M,86,A,R,"210 JORALEMON ST, 3",210 Joralemon St.,3,210 Joralemon St.,40.69204,-73.99044,210 Joralemon St.,"210 Joralemon St, Brooklyn, NY 11201",Bing Maps,address
976,975,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
977,976,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
978,977,U,0,A, , ,Tech Serv-Elevator Div (Field), ,Tech Serv-Elevator Div (Field),0,0,Tech Serv-Elevator Div (Field),-,Bing Maps, 
979,978,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
980,979,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
981,980,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
982,981,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
983,982,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
984,983,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
985,984,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
986,985,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
987,986,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
988,987,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
989,988,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
990,989,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
991,990,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
992,991,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
993,992,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
994,993,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
995,994,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
996,995,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
997,996,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
998,997,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,0,0,96-05 Horace Harding Expway,-,Bing Maps, 
999,998,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
1000,999,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
1001,1000,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
1002,1001,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1003,1002,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
1004,1003,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1005,1004,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1006,1005,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1007,1006,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1008,1007,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
1009,1008,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
1010,1009,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
1011,1010,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
1012,1011,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1013,1012,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
1014,1013,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1015,1014,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1016,1015,U,0,A, , ,CCTV & PSA, ,CCTV & PSA,0,0,CCTV & PSA,-,Bing Maps, 
1017,1016,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1018,1017,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
1019,1018,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1020,1019,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1021,1020,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1022,1021,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1023,1022,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1024,1023,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1025,1024,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1026,1025,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1027,1026,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1028,1027,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1029,1028,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1030,1029,T,86,A,R,"520 1ST AVE, 1",520 1St Ave.,1,520 1St Ave.,40.742192,-73.974612,520 1St Ave.,"520 1st Ave, New York, NY 10016",Bing Maps,address
1031,1030,T,86,A,R,"520 1ST AVE, 1",520 1St Ave.,1,520 1St Ave.,40.742192,-73.974612,520 1St Ave.,"520 1st Ave, New York, NY 10016",Bing Maps,address
1032,1031,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
1033,1032,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
1034,1033,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
1035,1034,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1036,1035,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1037,1036,T,67,A,L,"10 WALKER ST, 1",10 Walker Rd,1,10 Walker Rd,47.195352,-123.950374,10 Walker Rd,"10 Walker Rd, Hoquiam, WA 98550",Bing Maps,address
1038,1037,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
1039,1038,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1040,1039,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
1041,1040,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
1042,1041,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
1043,1042,M,86,A,R,"130 STUYVESANT PL, 5",130 Stuyvesant Plc,5,130 Stuyvesant Plc,40.642769,-74.077255,130 Stuyvesant Plc,"130 Stuyvesant Pl, Staten Island, NY 10301",Bing Maps,address
1044,1043,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
1045,1044,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
1046,1045,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
1047,1046,T,67,A, ,GLENWOOD RD,Glenwood,,Glenwood,41.045719,-95.744698,Glenwood,"Glenwood, IA",Bing Maps,city/town
1048,1047,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
1049,1048,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
1050,1049,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
1051,1050,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
1052,1051,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1053,1052,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1054,1053,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1055,1054,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
1056,1055,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
1057,1056,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
1058,1057,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
1059,1058,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
1060,1059,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
1061,1060,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
1062,1061,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
1063,1062,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1064,1063,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
1065,1064,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1066,1065,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1067,1066,M,86,A,L,"165 CADMAN PLZ E, 3",165 Cadman Plaza East,3,165 Cadman Plaza East,40.699799,-73.98975,165 Cadman Plaza East,"165 Cadman Plaza E, Brooklyn, NY 11201",Bing Maps,address
1068,1067,M,86,A,L,"165 CADMAN PLZ E, 3",165 Cadman Plaza East,3,165 Cadman Plaza East,40.699799,-73.98975,165 Cadman Plaza East,"165 Cadman Plaza E, Brooklyn, NY 11201",Bing Maps,address
1069,1068,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
1070,1069,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
1071,1070,M,86,A,L,"59 MAIDEN LN, 1",59 Maiden Lane,1,59 Maiden Lane,40.70823,-74.008139,59 Maiden Lane,"59 Maiden Ln, New York, NY 10038",Bing Maps,address
